Time	Aircraft Simulation Pitch Rate
0.498	-0.09800179
0.5	-0.09891713
0.502	-0.09977059
0.504	-0.1005632
0.506	-0.1012952
0.508	-0.1019681
0.51	-0.1025826
0.512	-0.1031393
0.514	-0.1036395
0.516	-0.1040838
0.518	-0.1044733
0.52	-0.1048088
0.522	-0.1050915
0.524	-0.1053224
0.526	-0.1055022
0.528	-0.1056323
0.53	-0.105713
0.532	-0.1057462
0.534	-0.1057324
0.536	-0.1056724
0.538	-0.1055678
0.54	-0.1054195
0.542	-0.1052282
0.544	-0.1049951
0.546	-0.1047212
0.548	-0.1044078
0.55	-0.1040554
0.552	-0.1036655
0.554	-0.1032391
0.556	-0.1027769
0.558	-0.1022802
0.56	-0.1017499
0.562	-0.1011869
0.564	-0.1005926
0.566	-0.09996753
0.568	-0.09932406
0.57	-0.09862959
0.572	-0.09791865
0.574	-0.09718122
0.576	-0.09641805
0.578	-0.09563015
0.58	-0.09481836
0.582	-0.09398384
0.584	-0.09312726
0.586	-0.09224992
0.588	-0.0913524
0.59	-0.09043566
0.592	-0.08950035
0.594	-0.08854779
0.596	-0.08757853
0.598	-0.08659347
0.6	-0.08559365
0.602	-0.08457974
0.604	-0.08355259
0.606	-0.08251273
0.608	-0.08146124
0.61	-0.08039892
0.612	-0.07932613
0.614	-0.07824426
0.616	-0.0771535
0.618	-0.07605481
0.62	-0.07494888
0.622	-0.07383592
0.624	-0.07271749
0.626	-0.07159363
0.628	-0.07046518
0.63	-0.0693326
0.632	-0.06819668
0.634	-0.06709462
0.636	-0.06597745
0.638	-0.06487214
0.64	-0.06378017
0.642	-0.06270219
0.644	-0.06163901
0.646	-0.06059127
0.648	-0.05955998
0.65	-0.05854642
0.652	-0.05755093
0.654	-0.05657471
0.656	-0.05561843
0.658	-0.05468297
0.66	-0.05376935
0.662	-0.05287793
0.664	-0.05200971
0.666	-0.0511651
0.668	-0.05034519
0.67	-0.04954957
0.672	-0.04877932
0.674	-0.04803445
0.676	-0.04731518
0.678	-0.04662154
0.68	-0.04595345
0.682	-0.04531079
0.684	-0.04469303
0.686	-0.04410026
0.688	-0.04353125
0.69	-0.04298599
0.692	-0.04246297
0.694	-0.04196208
0.696	-0.04148215
0.698	-0.04102224
0.7	-0.0405814
0.702	-0.04015838
0.704	-0.0397522
0.706	-0.03936192
0.708	-0.03898605
0.71	-0.03862409
0.712	-0.03827433
0.714	-0.03793586
0.716	-0.03760807
0.718	-0.03728938
0.72	-0.03697929
0.722	-0.03667642
0.724	-0.03638036
0.726	-0.03609017
0.728	-0.03580474
0.73	-0.03552389
0.732	-0.03524658
0.734	-0.03497223
0.736	-0.03470044
0.738	-0.03443039
0.74	-0.0341618
0.742	-0.03389431
0.744	-0.03362722
0.746	-0.03336032
0.748	-0.03309348
0.75	-0.03282619
0.752	-0.03255823
0.754	-0.03229999
0.756	-0.03201866
0.758	-0.03174736
0.76	-0.03147458
0.762	-0.03119995
0.764	-0.03092404
0.766	-0.030646
0.768	-0.03036674
0.77	-0.030085
0.772	-0.0298016
0.774	-0.02951604
0.776	-0.02922883
0.778	-0.02893945
0.78	-0.02864846
0.782	-0.0283551
0.784	-0.02806004
0.786	-0.02776313
0.788	-0.02746442
0.79	-0.02716398
0.792	-0.02686185
0.794	-0.02655795
0.796	-0.02625263
0.798	-0.02594571
0.8	-0.02563715
0.802	-0.02532761
0.804	-0.02501642
0.806	-0.0247041
0.808	-0.02439041
0.81	-0.02407614
0.812	-0.02376029
0.814	-0.02344404
0.816	-0.0231266
0.818	-0.02280859
0.82	-0.0224898
0.822	-0.02217024
0.824	-0.02185027
0.826	-0.02152975
0.828	-0.02120917
0.83	-0.02088789
0.832	-0.02056663
0.834	-0.02024527
0.836	-0.01992389
0.838	-0.01960243
0.84	-0.01928097
0.842	-0.01895995
0.844	-0.01863918
0.846	-0.01831874
0.848	-0.01799859
0.85	-0.01767911
0.852	-0.01736023
0.854	-0.01704188
0.856	-0.01672451
0.858	-0.01640767
0.86	-0.01609192
0.862	-0.01577727
0.864	-0.0154634
0.866	-0.01515079
0.868	-0.01483954
0.87	-0.0145293
0.872	-0.0142206
0.874	-0.01391345
0.876	-0.01360781
0.878	-0.01330381
0.88	-0.01300149
0.882	-0.01270104
0.884	-0.01240233
0.886	-0.01210562
0.888	-0.0118111
0.89	-0.01151863
0.892	-0.01122841
0.894	-0.01094024
0.896	-0.01065472
0.898	-0.01037133
0.9	-0.01009074
0.902	-0.009812551
0.904	-0.009537102
0.906	-0.009264129
0.908	-0.008994242
0.91	-0.008726945
0.912	-0.008462738
0.914	-0.008201467
0.916	-0.007943435
0.918	-0.007688163
0.92	-0.007436229
0.922	-0.007187573
0.924	-0.00694216
0.926	-0.006700113
0.928	-0.006461314
0.93	-0.006225975
0.932	-0.005994046
0.934	-0.005765546
0.936	-0.005540637
0.938	-0.005319063
0.94	-0.005101378
0.942	-0.004887127
0.944	-0.00467635
0.946	-0.004469044
0.948	-0.004295758
0.95	-0.004115046
0.952	-0.003948612
0.954	-0.003797659
0.956	-0.003661671
0.958	-0.003541413
0.96	-0.003436711
0.962	-0.003348298
0.964	-0.00327607
0.966	-0.003220751
0.968	-0.003182063
0.97	-0.003161009
0.972	-0.00315741
0.974	-0.003171895
0.976	-0.003204236
0.978	-0.003255201
0.98	-0.003324499
0.982	-0.003412803
0.984	-0.003519363
0.986	-0.00364483
0.988	-0.003788872
0.99	-0.003951469
0.992	-0.004131977
0.994	-0.004330721
0.996	-0.004546662
0.998	-0.004779589
1	-0.005028734
1.002	-0.005293464
1.004	-0.005573046
1.006	-0.005866864
1.008	-0.006173663
1.01	-0.006492677
1.012	-0.00682276
1.014	-0.00716314
1.016	-0.007512734
1.018	-0.007870208
1.02	-0.008234869
1.022	-0.008605313
1.024	-0.008980818
1.026	-0.009360047
1.028	-0.009742125
1.03	-0.01012628
1.032	-0.01051106
1.034	-0.01089602
1.036	-0.01128004
1.038	-0.01166274
1.04	-0.01204293
1.042	-0.01241975
1.044	-0.01279309
1.046	-0.01316187
1.048	-0.01352555
1.05	-0.01388379
1.052	-0.01423587
1.054	-0.01458143
1.056	-0.0149201
1.058	-0.01525145
1.06	-0.01557522
1.062	-0.01589071
1.064	-0.01619814
1.066	-0.01649727
1.068	-0.01678731
1.07	-0.01706855
1.072	-0.01734087
1.074	-0.01760358
1.076	-0.01785734
1.078	-0.01810151
1.08	-0.01833604
1.082	-0.01856123
1.084	-0.01877663
1.086	-0.01898237
1.088	-0.01917858
1.09	-0.01936509
1.092	-0.01954184
1.094	-0.01970897
1.096	-0.01986636
1.098	-0.02001452
1.1	-0.020153
1.102	-0.02028205
1.104	-0.02040165
1.106	-0.02051198
1.108	-0.02061307
1.11	-0.02070495
1.112	-0.0207878
1.114	-0.02086172
1.116	-0.0209267
1.118	-0.02098307
1.12	-0.02103063
1.122	-0.02106962
1.124	-0.02110016
1.126	-0.02112248
1.128	-0.02113637
1.13	-0.02114231
1.132	-0.0211402
1.134	-0.02113029
1.136	-0.02111256
1.138	-0.02108725
1.14	-0.02105448
1.142	-0.02101428
1.144	-0.02096693
1.146	-0.02091245
1.148	-0.020851
1.15	-0.02078276
1.152	-0.0207078
1.154	-0.0206263
1.156	-0.02053854
1.158	-0.02044431
1.16	-0.02034404
1.162	-0.02023779
1.164	-0.02012566
1.166	-0.02000789
1.168	-0.01988452
1.17	-0.01975584
1.172	-0.01962182
1.174	-0.01948265
1.176	-0.01933859
1.178	-0.01918989
1.18	-0.01903618
1.182	-0.01887831
1.184	-0.01871607
1.186	-0.01854958
1.188	-0.018379
1.19	-0.01820472
1.192	-0.01802671
1.194	-0.01784494
1.196	-0.01766012
1.198	-0.01747176
1.2	-0.01728061
1.202	-0.01708646
1.204	-0.01688956
1.206	-0.01668996
1.208	-0.0164882
1.21	-0.01628387
1.212	-0.01607771
1.214	-0.01586931
1.216	-0.01565921
1.218	-0.0154476
1.22	-0.01523415
1.222	-0.01501955
1.224	-0.01480382
1.226	-0.01458701
1.228	-0.01436948
1.23	-0.01415088
1.232	-0.01393172
1.234	-0.01371214
1.236	-0.01349206
1.238	-0.0132718
1.24	-0.01305143
1.242	-0.01283099
1.244	-0.01261062
1.246	-0.01239068
1.248	-0.01217078
1.25	-0.0119514
1.252	-0.01173259
1.254	-0.01151421
1.256	-0.01129682
1.258	-0.01108013
1.26	-0.01086413
1.262	-0.01067244
1.264	-0.01046763
1.266	-0.01026963
1.268	-0.01007867
1.27	-0.009894488
1.272	-0.009717776
1.274	-0.009548581
1.276	-0.009386656
1.278	-0.009232833
1.28	-0.009086648
1.282	-0.008948713
1.284	-0.008819213
1.286	-0.008698122
1.288	-0.008585754
1.29	-0.008482235
1.292	-0.008387889
1.294	-0.00830233
1.296	-0.008226178
1.298	-0.008159196
1.3	-0.008101575
1.302	-0.008053273
1.304	-0.008013848
1.306	-0.007983885
1.308	-0.007962801
1.31	-0.007950568
1.312	-0.007946853
1.314	-0.007951692
1.316	-0.007964138
1.318	-0.007984436
1.32	-0.008011993
1.322	-0.008046545
1.324	-0.008087412
1.326	-0.008134468
1.328	-0.008186686
1.33	-0.008244119
1.332	-0.008306023
1.334	-0.008371987
1.336	-0.008441744
1.338	-0.00851421
1.34	-0.008589459
1.342	-0.008666764
1.344	-0.008745895
1.346	-0.008826163
1.348	-0.008907273
1.35	-0.008989044
1.352	-0.009070682
1.354	-0.009152183
1.356	-0.009233271
1.358	-0.009313212
1.36	-0.009392231
1.362	-0.009469914
1.364	-0.009545679
1.366	-0.009619683
1.368	-0.009691884
1.37	-0.009761583
1.372	-0.009829118
1.374	-0.009893852
1.376	-0.009956094
1.378	-0.01001566
1.38	-0.01007216
1.382	-0.010126
1.384	-0.01017657
1.386	-0.01022431
1.388	-0.01026873
1.39	-0.01031024
1.392	-0.01034818
1.394	-0.01038336
1.396	-0.01041497
1.398	-0.01044363
1.4	-0.01046882
1.402	-0.010491
1.404	-0.0105097
1.406	-0.01052552
1.408	-0.01053793
1.41	-0.01054704
1.412	-0.01055328
1.414	-0.01055612
1.416	-0.01055606
1.418	-0.01055268
1.42	-0.01054648
1.422	-0.01053699
1.424	-0.01052473
1.426	-0.01050915
1.428	-0.01049099
1.43	-0.01046975
1.432	-0.01044549
1.434	-0.01041858
1.436	-0.0103886
1.438	-0.01035615
1.44	-0.01032075
1.442	-0.01028273
1.444	-0.01024176
1.446	-0.0101986
1.448	-0.01015241
1.45	-0.01010383
1.452	-0.01005243
1.454	-0.009998846
1.456	-0.009942486
1.458	-0.00988375
1.46	-0.0098228
1.462	-0.009759237
1.464	-0.009693706
1.466	-0.009625466
1.468	-0.009555241
1.47	-0.009482643
1.472	-0.009407967
1.474	-0.00933142
1.476	-0.009252453
1.478	-0.009171595
1.48	-0.009088945
1.482	-0.00900419
1.484	-0.008917607
1.486	-0.008829416
1.488	-0.008739214
1.49	-0.008647495
1.492	-0.008554317
1.494	-0.008459295
1.496	-0.008362973
1.498	-0.008265131
1.5	-0.008166033
1.502	-0.008065715
1.504	-0.00796402
1.506	-0.007865245
1.508	-0.007765333
1.51	-0.007664205
1.512	-0.007562167
1.514	-0.007459199
1.516	-0.007355157
1.518	-0.007250428
1.52	-0.007145054
1.522	-0.00703909
1.524	-0.006932497
1.526	-0.006825491
1.528	-0.006718067
1.53	-0.006610323
1.532	-0.006502302
1.534	-0.006394146
1.536	-0.006285916
1.538	-0.006177715
1.54	-0.006069332
1.542	-0.005961485
1.544	-0.005853648
1.546	-0.005746135
1.548	-0.005638943
1.55	-0.005532118
1.552	-0.0054258
1.554	-0.005319824
1.556	-0.005214764
1.558	-0.005110131
1.56	-0.005006166
1.562	-0.004902835
1.564	-0.004800505
1.566	-0.004698818
1.568	-0.00459787
1.57	-0.004497797
1.572	-0.004398801
1.574	-0.004300487
1.576	-0.004223417
1.578	-0.004132614
1.58	-0.00404625
1.582	-0.003964893
1.584	-0.003888276
1.586	-0.003816178
1.588	-0.003749319
1.59	-0.003687017
1.592	-0.003630023
1.594	-0.003577674
1.596	-0.003530842
1.598	-0.00348903
1.6	-0.003452654
1.602	-0.003421391
1.604	-0.003396123
1.606	-0.003375844
1.608	-0.003361301
1.61	-0.00335219
1.612	-0.003348924
1.614	-0.003350935
1.616	-0.003358698
1.618	-0.003371716
1.62	-0.003390435
1.622	-0.003414111
1.624	-0.003442982
1.626	-0.003476908
1.628	-0.00351577
1.63	-0.003558991
1.632	-0.003606834
1.634	-0.003658564
1.636	-0.003714389
1.638	-0.003773501
1.64	-0.003836154
1.642	-0.003901642
1.644	-0.003969713
1.646	-0.004040436
1.648	-0.004112812
1.65	-0.004187298
1.652	-0.004263054
1.654	-0.004339798
1.656	-0.004417801
1.658	-0.004496011
1.66	-0.004574773
1.662	-0.004653479
1.664	-0.004731892
1.666	-0.004810154
1.668	-0.004887751
1.67	-0.004964594
1.672	-0.005040299
1.674	-0.005115183
1.676	-0.005188587
1.678	-0.005260607
1.68	-0.005331329
1.682	-0.005400073
1.684	-0.005467216
1.686	-0.005532518
1.688	-0.005595819
1.69	-0.005657483
1.692	-0.005716881
1.694	-0.005774281
1.696	-0.00582954
1.698	-0.00588261
1.7	-0.005933484
1.702	-0.005982345
1.704	-0.006028919
1.706	-0.006073141
1.708	-0.006115153
1.71	-0.006154967
1.712	-0.006192601
1.714	-0.00622794
1.716	-0.006261114
1.718	-0.006291979
1.72	-0.006320619
1.722	-0.00634723
1.724	-0.006371498
1.726	-0.006393608
1.728	-0.00641343
1.73	-0.006431139
1.732	-0.006446763
1.734	-0.006460148
1.736	-0.006471447
1.738	-0.006480657
1.74	-0.006487713
1.742	-0.00649275
1.744	-0.006495694
1.746	-0.006496415
1.748	-0.006495185
1.75	-0.006491933
1.752	-0.006486637
1.754	-0.006479027
1.756	-0.006469734
1.758	-0.006458325
1.76	-0.006444865
1.762	-0.00642933
1.764	-0.00641198
1.766	-0.006392644
1.768	-0.006371333
1.77	-0.006348137
1.772	-0.006322871
1.774	-0.006295897
1.776	-0.006266934
1.778	-0.006236181
1.78	-0.00620354
1.782	-0.006179253
1.784	-0.006132151
1.786	-0.006094199
1.788	-0.006054271
1.79	-0.006012735
1.792	-0.005969509
1.794	-0.005924511
1.796	-0.005878034
1.798	-0.005829913
1.8	-0.005780122
1.802	-0.005729183
1.804	-0.005676615
1.806	-0.005622696
1.808	-0.005567349
1.81	-0.005510785
1.812	-0.005452728
1.814	-0.005393813
1.816	-0.005333625
1.818	-0.005272276
1.82	-0.005212181
1.822	-0.005150883
1.824	-0.005088954
1.826	-0.005026025
1.828	-0.004962175
1.83	-0.004897439
1.832	-0.004832245
1.834	-0.004766278
1.836	-0.004699619
1.838	-0.004632697
1.84	-0.004565209
1.842	-0.004497136
1.844	-0.004429248
1.846	-0.004360753
1.848	-0.004292019
1.85	-0.004223418
1.852	-0.004154656
1.854	-0.004085766
1.856	-0.004017253
1.858	-0.003948494
1.86	-0.003880125
1.862	-0.003811982
1.864	-0.003743926
1.866	-0.003676379
1.868	-0.003608851
1.87	-0.003542215
1.872	-0.003475542
1.874	-0.003409636
1.876	-0.00334393
1.878	-0.003279224
1.88	-0.003214559
1.882	-0.003150768
1.884	-0.00308726
1.886	-0.00302476
1.888	-0.002962484
1.89	-0.002918891
1.892	-0.002861378
1.894	-0.002806115
1.896	-0.002754272
1.898	-0.002704922
1.9	-0.002658921
1.902	-0.002615395
1.904	-0.002575048
1.906	-0.002537682
1.908	-0.002503028
1.91	-0.002471404
1.912	-0.00244294
1.914	-0.002417276
1.916	-0.002394872
1.918	-0.002375563
1.92	-0.002359198
1.922	-0.002346201
1.924	-0.002335905
1.926	-0.002328966
1.928	-0.002325271
1.93	-0.002324402
1.932	-0.002326517
1.934	-0.002331891
1.936	-0.002339772
1.938	-0.002350552
1.94	-0.002364356
1.942	-0.002380379
1.944	-0.002399044
1.946	-0.002420083
1.948	-0.002443179
1.95	-0.002468399
1.952	-0.002495642
1.954	-0.002524311
1.956	-0.002554659
1.958	-0.002586393
1.96	-0.002619248
1.962	-0.002653307
1.964	-0.002688062
1.966	-0.002723458
1.968	-0.002759693
1.97	-0.002795911
1.972	-0.002832809
1.974	-0.002869376
1.976	-0.002906226
1.978	-0.002942879
1.98	-0.002979068
1.982	-0.003015179
1.984	-0.003050638
1.986	-0.003085706
1.988	-0.003119916
1.99	-0.003153724
1.992	-0.00318681
1.994	-0.003218814
1.996	-0.003250178
1.998	-0.003280406
2	-0.003310106
2.002	-0.003338398
2.004	-0.003366081
2.006	-0.003392447
2.008	-0.003418066
2.01	-0.003442315
2.012	-0.003465872
2.014	-0.003488174
2.016	-0.003509732
2.018	-0.003529893
2.02	-0.003549273
2.022	-0.003567467
2.024	-0.003584823
2.026	-0.003600813
2.028	-0.003616115
2.03	-0.003630065
2.032	-0.003643266
2.034	-0.003655141
2.036	-0.003666406
2.038	-0.003676452
2.04	-0.003685262
2.042	-0.003693426
2.044	-0.003700234
2.046	-0.003706343
2.048	-0.003711184
2.05	-0.003715099
2.052	-0.003717841
2.054	-0.003719797
2.056	-0.003720524
2.058	-0.003720367
2.06	-0.003719081
2.062	-0.003716676
2.064	-0.003713353
2.066	-0.003708652
2.068	-0.003703266
2.07	-0.003696424
2.072	-0.003688725
2.074	-0.00367964
2.076	-0.003669848
2.078	-0.003658554
2.08	-0.003646387
2.082	-0.003632892
2.084	-0.003618435
2.086	-0.003602812
2.088	-0.00358592
2.09	-0.003568146
2.092	-0.003548877
2.094	-0.003528918
2.096	-0.003507394
2.098	-0.003485126
2.1	-0.00346144
2.102	-0.00343692
2.104	-0.003410986
2.106	-0.003384452
2.108	-0.003356534
2.11	-0.00332781
2.112	-0.003297798
2.114	-0.003267105
2.116	-0.003235087
2.118	-0.003202569
2.12	-0.003168751
2.122	-0.003134506
2.124	-0.003099059
2.126	-0.003062961
2.128	-0.003026275
2.13	-0.002988586
2.132	-0.002950656
2.134	-0.002913579
2.136	-0.002876208
2.138	-0.002837932
2.14	-0.00279935
2.142	-0.002760503
2.144	-0.002720788
2.146	-0.002681167
2.148	-0.002640832
2.15	-0.002600522
2.152	-0.002559971
2.154	-0.002519134
2.156	-0.002478319
2.158	-0.002437243
2.16	-0.002396367
2.162	-0.002355617
2.164	-0.00231472
2.166	-0.002273973
2.168	-0.002233639
2.17	-0.002193142
2.172	-0.002153073
2.174	-0.00211358
2.176	-0.002073988
2.178	-0.002034969
2.18	-0.001996397
2.182	-0.001957989
2.184	-0.001920179
2.186	-0.001882695
2.188	-0.001845991
2.19	-0.001809406
2.192	-0.00177336
2.194	-0.0017379
2.196	-0.001703075
2.198	-0.001668326
2.2	-0.001634423
2.202	-0.001600989
2.204	-0.001585019
2.206	-0.001554144
2.208	-0.00152514
2.21	-0.001498115
2.212	-0.001473298
2.214	-0.00145007
2.216	-0.0014288
2.218	-0.001409423
2.22	-0.001391857
2.222	-0.001376189
2.224	-0.001362108
2.226	-0.001349778
2.228	-0.001339346
2.23	-0.001330635
2.232	-0.001323874
2.234	-0.00131844
2.236	-0.001315018
2.238	-0.001313435
2.24	-0.001313534
2.242	-0.00131537
2.244	-0.00131867
2.246	-0.001323749
2.248	-0.001330356
2.25	-0.001338478
2.252	-0.001348228
2.254	-0.001359086
2.256	-0.001371506
2.258	-0.001385054
2.26	-0.001399926
2.262	-0.001416061
2.264	-0.001432891
2.266	-0.001450608
2.268	-0.001469303
2.27	-0.001488643
2.272	-0.001508625
2.274	-0.001529006
2.276	-0.001549925
2.278	-0.00157122
2.28	-0.001592686
2.282	-0.001614565
2.284	-0.001636117
2.286	-0.001657829
2.288	-0.001679485
2.29	-0.00170112
2.292	-0.00172228
2.294	-0.001743464
2.296	-0.001764338
2.298	-0.00178495
2.3	-0.001804987
2.302	-0.001824668
2.304	-0.001843962
2.306	-0.001862924
2.308	-0.001881213
2.31	-0.001899065
2.312	-0.001916709
2.314	-0.001933561
2.316	-0.001949891
2.318	-0.001965877
2.32	-0.001981427
2.322	-0.001996181
2.324	-0.002010723
2.326	-0.002024825
2.328	-0.002038111
2.33	-0.002051133
2.332	-0.002063509
2.334	-0.002075644
2.336	-0.002086983
2.338	-0.00209808
2.34	-0.002108845
2.342	-0.002118778
2.344	-0.002128499
2.346	-0.00213779
2.348	-0.002146296
2.35	-0.002154625
2.352	-0.002162494
2.354	-0.002169644
2.356	-0.002176424
2.358	-0.002182637
2.36	-0.002188516
2.362	-0.002193502
2.364	-0.002198311
2.366	-0.002202512
2.368	-0.002205942
2.37	-0.002208927
2.372	-0.002211345
2.374	-0.002212964
2.376	-0.00221402
2.378	-0.002214739
2.38	-0.002214388
2.382	-0.00221337
2.384	-0.002211902
2.386	-0.002209387
2.388	-0.002206353
2.39	-0.002202679
2.392	-0.002197965
2.394	-0.002192643
2.396	-0.002186464
2.398	-0.002179412
2.4	-0.002171564
2.402	-0.002163106
2.404	-0.002153544
2.406	-0.002143215
2.408	-0.002132043
2.41	-0.002120146
2.412	-0.002107243
2.414	-0.002093656
2.416	-0.002079267
2.418	-0.002063862
2.42	-0.002047687
2.422	-0.002030852
2.424	-0.002013091
2.426	-0.001994605
2.428	-0.001975446
2.43	-0.001955727
2.432	-0.001934942
2.434	-0.001913656
2.436	-0.001891727
2.438	-0.001869133
2.44	-0.001846089
2.442	-0.001822423
2.444	-0.001798472
2.446	-0.001773778
2.448	-0.001750176
2.45	-0.001726328
2.452	-0.001702159
2.454	-0.001677329
2.456	-0.001652485
2.458	-0.001627379
2.46	-0.001602047
2.462	-0.001576432
2.464	-0.001550801
2.466	-0.001525005
2.468	-0.001499358
2.47	-0.001473504
2.472	-0.001447918
2.474	-0.001422266
2.476	-0.00139695
2.478	-0.001371822
2.48	-0.001346631
2.482	-0.001321792
2.484	-0.001297187
2.486	-0.001272883
2.488	-0.001249057
2.49	-0.001225289
2.492	-0.001202052
2.494	-0.001179283
2.496	-0.001156865
2.498	-0.001134786
2.5	-0.001113305
2.502	-0.001091966
2.504	-0.001071164
2.506	-0.001050804
2.508	-0.001030869
2.51	-0.001011231
2.512	-0.00099222
2.514	-0.0009733425
2.516	-0.0009550633
2.518	-0.0009534085
2.52	-0.0009365559
2.522	-0.0009211294
2.524	-0.0009070919
2.526	-0.0008944579
2.528	-0.0008828844
2.53	-0.0008725361
2.532	-0.0008632338
2.534	-0.0008551147
2.536	-0.000848057
2.538	-0.0008419984
2.54	-0.0008369585
2.542	-0.0008330863
2.544	-0.000829861
2.546	-0.0008277972
2.548	-0.0008266796
2.55	-0.0008264356
2.552	-0.0008271546
2.554	-0.0008286786
2.556	-0.0008310013
2.558	-0.0008342046
2.56	-0.0008380002
2.562	-0.0008426215
2.564	-0.0008480385
2.566	-0.0008540514
2.568	-0.0008607566
2.57	-0.0008680266
2.572	-0.0008756758
2.574	-0.0008841214
2.576	-0.0008927685
2.578	-0.0009019551
2.58	-0.000911569
2.582	-0.0009213645
2.584	-0.0009313241
2.586	-0.0009415768
2.588	-0.00095194
2.59	-0.0009625266
2.592	-0.0009728889
2.594	-0.0009833353
2.596	-0.0009937139
2.598	-0.001004135
2.6	-0.001014363
2.602	-0.001024461
2.604	-0.001034697
2.606	-0.001044403
2.608	-0.001054147
2.61	-0.0010637
2.612	-0.001073061
2.614	-0.001082141
2.616	-0.001091161
2.618	-0.001099754
2.62	-0.001108191
2.622	-0.001116519
2.624	-0.001124536
2.626	-0.001132392
2.628	-0.001140105
2.63	-0.001147833
2.632	-0.001155168
2.634	-0.001162309
2.636	-0.001169348
2.638	-0.001176258
2.64	-0.001183057
2.642	-0.001189785
2.644	-0.001196118
2.646	-0.001202517
2.648	-0.001208724
