Time	Aircraft Simulation Yaw Rate
37.5	-0.003392696
37.6	-0.001594023
37.7	8.598759E-05
37.8	0.00153404
37.9	0.002404534
38	0.002816777
38.1	0.002655809
38.2	0.00206515
38.3	0.001294421
38.4	0.0004339561
38.5	0.2376521
38.6	0.5620191
38.7	0.7268109
38.8	0.7277208
38.9	0.5899003
39	0.3599806
39.1	0.09641011
39.2	-0.1444742
39.3	-0.319902
39.4	-0.4069291
39.5	-0.4032293
39.6	-0.3237458
39.7	-0.1958147
39.8	-0.05265579
39.9	0.07405294
40	0.1605218
40.1	0.1950272
40.2	0.1786775
40.3	0.1232771
40.4	0.04729907
40.5	-0.02878594
40.6	-0.08809568
40.7	-0.1188214
40.8	-0.1165851
40.9	-0.08407024
41	-0.02825321
41.1	0.03840938
41.2	0.1062489
41.3	0.1602341
41.4	0.1935052
41.5	0.2021728
41.6	0.1890632
41.7	0.1603002
41.8	0.1208646
41.9	0.07857879
42	0.03508513
42.1	-0.005898423
42.2	-0.04401007
42.3	-0.07678998
42.4	-0.09845429
42.5	-0.1066696
42.6	-0.1009126
42.7	-0.08381791
42.8	-0.05856526
42.9	-0.02981985
43	-0.002462506
43.1	0.01982084
43.2	0.03466211
43.3	0.04082599
43.4	0.03845832
43.5	0.02897847
43.6	0.01457989
43.7	-0.002218951
43.8	-0.01875876
43.9	-0.03273176
44	-0.04258516
44.1	-0.04744262
44.2	-0.04719727
44.3	-0.0428823
44.4	-0.03544825
44.5	-0.02610606
44.6	-0.01688355
44.7	-0.009370496
44.8	-0.004210212
44.9	-0.002415843
45	-0.003755084
45.1	-0.00755321
45.2	-0.01293797
45.3	-0.01814224
45.4	-0.02160113
45.5	-0.02199182
45.6	-0.02001287
45.7	-0.01978719
45.8	-0.02116143
45.9	-0.0225864
46	-0.01451571
46.1	-0.01098038
46.2	-0.0246355
46.3	-0.0137058
46.4	0.007275193
46.5	0.03286778
46.6	0.05027469
46.7	0.05756267
46.8	0.05680116
46.9	0.04988101
47	0.04105926
47.1	0.03323121
47.2	0.02837127
47.3	0.02858982
47.4	0.03334424
47.5	0.0416705
47.6	0.05266093
47.7	0.06399558
47.8	0.07486616
47.9	0.08405478
48	0.09066688
48.1	0.09524503
48.2	0.09771529
48.3	0.09830557
48.4	0.0978998
48.5	0.09711841
48.6	0.0959271
48.7	0.09471013
48.8	0.09421445
48.9	0.09382471
49	0.09358355
49.1	0.09368884
49.2	0.09355483
49.3	0.09163149
49.4	0.08749957
49.5	0.08155668
49.6	0.07444675
49.7	0.06694978
49.8	0.06044146
49.9	0.05573653
50	0.05240749
50.1	0.05048947
50.2	0.04960364
50.3	0.04941933
50.4	0.0503771
50.5	0.05162863
50.6	0.05254282
50.7	0.05280482
50.8	0.05220655
50.9	0.05043474
51	0.04773498
51.1	0.04307409
51.2	0.03637002
51.3	0.0277144
51.4	0.01702577
51.5	0.004470341
51.6	-0.009309303
51.7	-0.02493431
51.8	-0.04209465
51.9	-0.06005722
52	-0.07809539
52.1	-0.09556821
52.2	-0.1112689
52.3	-0.12525
52.4	-0.1359164
52.5	-0.1428764
52.6	-0.1458064
52.7	-0.1444511
52.8	-0.1388616
52.9	-0.1289589
53	-0.1155706
53.1	-0.1002339
53.2	-0.08422025
53.3	-0.06873953
53.4	-0.05499885
53.5	-0.04426857
53.6	-0.03748897
53.7	-0.0352269
53.8	-0.03904586
53.9	-0.04941054
54	-0.06439897
54.1	-0.07963212
54.2	-0.09127128
54.3	-0.09681919
54.4	-0.09566581
54.5	-0.08849689
54.6	-0.076205
54.7	-0.06065271
54.8	-0.0424578
54.9	-0.0238015
55	-0.00859893
55.1	0.0006913422
55.2	0.004226227
55.3	0.003065521
55.4	0.001091084
55.5	0.001574805
55.6	0.004639572
55.7	0.008313184
55.8	0.009786801
55.9	0.007026081
56	0.003073201
56.1	0.003634362
56.2	0.01257338
56.3	0.02809068
56.4	0.04186513
56.5	0.04664961
56.6	0.04054275
56.7	0.0260002
56.8	0.004298718
56.9	-0.02142522
57	-0.04589903
57.1	-0.06589931
57.2	-0.07856895
57.3	-0.08228221
57.4	-0.07801572
57.5	-0.06705331
57.6	-0.05190904
57.7	-0.03500681
57.8	-0.01719214
57.9	-0.001552479
58	0.01090735
58.1	0.02170969
58.2	0.02994155
58.3	0.03323996
58.4	0.03288786
58.5	0.03197119
58.6	0.03464097
58.7	0.04169191
58.8	0.05174671
58.9	0.06176548
59	0.06713335
59.1	0.06479842
59.2	0.0566175
59.3	0.04494972
59.4	0.02958457
59.5	0.01092388
59.6	-0.008138639
59.7	-0.02461221
59.8	-0.03710458
59.9	-0.04334396
60	-0.04414039
60.1	-0.04069547
60.2	-0.03409252
60.3	-0.02550007
60.4	-0.01417655
60.5	0.001598613
60.6	0.01769329
60.7	0.02963708
60.8	0.03454967
60.9	0.03286745
61	0.02509515
61.1	0.01271835
61.2	-0.001125256
61.3	-0.01429041
61.4	-0.02479036
61.5	-0.02990303
61.6	-0.02979932
61.7	-0.02521195
61.8	-0.01636266
61.9	-0.004660684
62	0.009772395
62.1	0.02588631
62.2	0.04047425
62.3	0.05283738
62.4	0.06139907
62.5	0.06400008
62.6	0.05947912
62.7	0.0486274
62.8	0.0339834
62.9	0.01769489
63	0.001364879
63.1	-0.01284952
63.2	-0.0220885
63.3	-0.02432823
63.4	-0.01866053
63.5	-0.008595508
63.6	0.002620065
63.7	0.01273251
63.8	0.01996413
63.9	0.02331186
64	0.02241453
64.1	0.01708696
64.2	0.008222125
64.3	-0.003066396
64.4	-0.0153328
64.5	-0.02596073
64.6	-0.03217707
64.7	-0.03107236
64.8	-0.02134932
64.9	-0.004084056
65	0.01730277
65.1	0.03686754
65.2	0.04809348
65.3	0.04811788
65.4	0.03727217
65.5	0.01888832
65.6	-0.004462324
65.7	-0.02967222
65.8	-0.05219932
65.9	-0.06935537
66	-0.07960401
66.1	-0.08154772
66.2	-0.07609667
66.3	-0.06516096
66.4	-0.05029753
66.5	-0.03424604
66.6	-0.01939721
66.7	-0.006728252
66.8	0.002478301
66.9	0.007740092
67	0.01004652
67.1	0.009892134
67.2	0.008066161
67.3	0.00613887
67.4	0.004768532
67.5	0.004426898
67.6	0.005624861
67.7	0.008541616
67.8	0.01286871
67.9	0.01811995
68	0.02437338
68.1	0.03082131
68.2	0.0370394
68.3	0.04300241
68.4	0.04961928
68.5	0.05626363
68.6	0.06227561
68.7	0.06854701
68.8	0.07510491
68.9	0.08106464
69	0.08630673
69.1	0.09089115
69.2	0.09472619
69.3	0.09755579
69.4	0.09930869
69.5	0.0998031
69.6	0.09955754
69.7	0.09820087
69.8	0.09586945
69.9	0.09282731
70	0.08896685
70.1	0.0845345
70.2	0.07903896
70.3	0.07263415
70.4	0.06536077
70.5	0.05738246
70.6	0.04909323
70.7	0.03986613
70.8	0.03000549
70.9	0.01972382
71	0.009246698
71.1	-0.0008218996
71.2	-0.01084856
71.3	-0.02052558
71.4	-0.02951644
71.5	-0.03752825
71.6	-0.04411701
71.7	-0.0497449
71.8	-0.05401315
71.9	-0.05696097
72	-0.05853272
72.1	-0.05893691
72.2	-0.0584986
72.3	-0.05741701
72.4	-0.0561104
72.5	-0.05464487
72.6	-0.05347676
72.7	-0.05284319
72.8	-0.05294728
72.9	-0.05350947
73	-0.05467806
73.1	-0.0565406
73.2	-0.05839144
73.3	-0.06014343
73.4	-0.06164353
73.5	-0.06288614
73.6	-0.06312607
73.7	-0.06262036
73.8	-0.06173319
73.9	-0.05982348
74	-0.05737349
74.1	-0.05484213
74.2	-0.05191832
74.3	-0.04881088
74.4	-0.04589607
74.5	-0.04319691
74.6	-0.04033917
74.7	-0.03755987
74.8	-0.03515877
74.9	-0.03228862
75	-0.02930291
75.1	-0.02644212
75.2	-0.02298984
75.3	-0.01927727
75.4	-0.01553497
75.5	-0.0114725
75.6	-0.007129833
75.7	-0.002720786
75.8	0.001484951
75.9	0.005999374
76	0.01036777
76.1	0.01447826
76.2	0.01859954
76.3	0.02262751
76.4	0.02642351
76.5	0.02986049
76.6	0.03339119
76.7	0.03666925
76.8	0.03969099
76.9	0.04235388
77	0.04507489
77.1	0.04747259
77.2	0.04954502
77.3	0.0511899
77.4	0.05278738
77.5	0.0539829
77.6	0.05473715
77.7	0.05497484
77.8	0.05525191
77.9	0.05518229
78	0.05465211
78.1	0.0534693
78.2	0.05177032
78.3	0.04960936
78.4	0.04676149
78.5	0.04334616
78.6	0.03930566
78.7	0.03514029
78.8	0.03047817
78.9	0.02555229
79	0.02043772
79.1	0.01541918
79.2	0.01052528
79.3	0.005736353
79.4	0.001148084
79.5	-0.00312413
79.6	-0.006826641
79.7	-0.01026736
79.8	-0.01331058
79.9	-0.01607304
80	-0.0182643
80.1	-0.02024199
80.2	-0.02200937
80.3	-0.02372474
80.4	-0.0251073
80.5	-0.02643942
80.6	-0.02774015
80.7	-0.02918621
80.8	-0.03034808
80.9	-0.03150379
81	-0.03258075
81.1	-0.03380712
81.2	-0.0345762
81.3	-0.03522686
81.4	-0.03573218
81.5	-0.03613031
81.6	-0.03606259
81.7	-0.03575882
81.8	-0.03549172
81.9	-0.03475635
82	-0.03381796
82.1	-0.03274946
82.2	-0.03178224
82.3	-0.03039886
82.4	-0.02895611
82.5	-0.02769076
82.6	-0.02610109
82.7	-0.02441444
82.8	-0.02267885
82.9	-0.02109457
83	-0.01909894
83.1	-0.01704835
83.2	-0.015171
83.3	-0.01296092
83.4	-0.0106474
83.5	-0.008285392
83.6	-0.00613331
83.7	-0.003625799
83.8	-0.001133637
83.9	0.001179517
84	0.003574584
84.1	0.006006021
84.2	0.008363668
84.3	0.01040348
84.4	0.01266531
84.5	0.01479415
84.6	0.01674508
84.7	0.01840403
84.8	0.02024245
84.9	0.02187504
85	0.02331117
85.1	0.02445167
85.2	0.02570143
85.3	0.02669778
85.4	0.02747939
85.5	0.02795044
85.6	0.02848436
85.7	0.0287252
85.8	0.02871733
85.9	0.02839962
86	0.02815007
86.1	0.02761016
86.2	0.02681238
86.3	0.02569078
86.4	0.02465567
86.5	0.02337028
86.6	0.02188738
86.7	0.02011521
86.8	0.01848125
86.9	0.0166819
87	0.01475719
87.1	0.01265682
87.2	0.01067315
87.3	0.008659596
87.4	0.006585844
87.5	0.004442376
87.6	0.002456716
87.7	0.0005759387
87.8	-0.001307523
87.9	-0.003203666
88	-0.004959197
88.1	-0.006534126
88.2	-0.008080256
88.3	-0.009628326
88.4	-0.01101828
88.5	-0.01219385
88.6	-0.01331883
88.7	-0.01449262
88.8	-0.01545094
88.9	-0.01623897
89	-0.0169549
89.1	-0.01780458
89.2	-0.01830467
89.3	-0.01868737
89.4	-0.01902282
89.5	-0.01948661
89.6	-0.01953191
89.7	-0.01952232
89.8	-0.01945324
89.9	-0.01945074
90	-0.01906688
90.1	-0.01864482
90.2	-0.01831702
90.3	-0.01774125
90.4	-0.01701754
90.5	-0.01622757
90.6	-0.01565453
90.7	-0.01464885
90.8	-0.01365386
90.9	-0.01266452
91	-0.0117893
91.1	-0.01058238
91.2	-0.009378155
91.3	-0.008353367
91.4	-0.007109338
91.5	-0.005776362
91.6	-0.004452082
91.7	-0.003375794
91.8	-0.0019608
91.9	-0.0005832131
92	0.0007297405
92.1	0.001845094
92.2	0.003224479
92.3	0.004508039
92.4	0.005667751
92.5	0.006726463
92.6	0.00790219
92.7	0.008969893
92.8	0.009811236
92.9	0.01070393
93	0.01158833
93.1	0.01233421
93.2	0.01282423
93.3	0.01347394
93.4	0.01402045
93.5	0.01441848
93.6	0.01453537
93.7	0.01483187
93.8	0.01498689
93.9	0.01499436
94	0.01472261
94.1	0.01463165
94.2	0.0143988
94.3	0.01401628
94.4	0.01337556
94.5	0.01291726
94.6	0.01231714
94.7	0.01159484
94.8	0.01063424
94.9	0.009909714
95	0.009083879
95.1	0.008157539
95.2	0.00703215
95.3	0.006153393
95.4	0.005208048
95.5	0.004200445
95.6	0.00301021
95.7	0.002107854
95.8	0.001157082
95.9	0.0001729249
96	-0.0009835223
96.1	-0.001805992
96.2	-0.002656317
96.3	-0.003508262
96.4	-0.004518445
96.5	-0.005193283
96.6	-0.005892416
96.7	-0.006566564
96.8	-0.007381706
96.9	-0.007831805
97	-0.008314127
97.1	-0.008784165
97.2	-0.009350091
97.3	-0.009577125
97.4	-0.009832208
97.5	-0.01011352
97.6	-0.01036642
97.7	-0.01037816
97.8	-0.01037688
97.9	-0.01049999
98	-0.01043074
98.1	-0.01020315
98.2	-0.009987202
98.3	-0.009976167
98.4	-0.009567887
98.5	-0.01105261
98.6	-0.01672886
98.7	-0.0257244
98.8	-0.03610233
98.9	-0.04691976
99	-0.05701164
99.1	-0.06532808
99.2	-0.07075481
99.3	-0.07332504
99.4	-0.07295214
99.5	-0.06792467
99.6	-0.05687559
99.7	-0.04159419
99.8	-0.02433526
99.9	-0.006594918
100	0.01010477
100.1	0.02742382
100.2	0.04398731
100.3	0.05887634
100.4	0.07054434
100.5	0.07836743
100.6	0.08203042
100.7	0.08217172
100.8	0.07911507
100.9	0.0735461
101	0.06581641
101.1	0.05418639
101.2	0.03955416
101.3	0.02371587
101.4	0.008476547
101.5	-0.004606736
101.6	-0.01472466
101.7	-0.02133414
101.8	-0.02405713
101.9	-0.02309339
102	-0.01912469
102.1	-0.01300427
102.2	-0.005355699
102.3	0.002842685
102.4	0.01058416
102.5	0.01705826
102.6	0.02201553
102.7	0.02501647
102.8	0.02584289
102.9	0.02452321
103	0.02163959
103.1	0.01746532
103.2	0.01241847
103.3	0.006861289
103.4	0.001685279
103.5	-0.002907041
103.6	-0.006642843
103.7	-0.009476708
103.8	-0.01089437
103.9	-0.01121244
104	-0.01061629
104.1	-0.009475876
104.2	-0.007574292
104.3	-0.005530455
104.4	-0.00363978
104.5	-0.00229299
104.6	-0.001070928
104.7	-0.00051209
104.8	-0.0005945546
104.9	-0.001448923
105	-0.002450065
105.1	-0.003776385
105.2	-0.005381747
105.3	-0.007134074
105.4	-0.008425259
105.5	-0.009543355
105.6	-0.01047303
105.7	-0.01091344
105.8	-0.01080739
105.9	-0.01043394
106	-0.009974292
106.1	-0.009068049
106.2	-0.0079964
106.3	-0.00691714
106.4	-0.006164233
106.5	-0.005211823
106.6	-0.004433367
106.7	-0.003891777
106.8	-0.003732801
106.9	-0.003365143
107	-0.003234808
107.1	-0.003227474
107.2	-0.003247981
107.3	-0.003020819
107.4	-0.002754756
107.5	-0.002567205
107.6	-0.002165813
107.7	-0.001570681
107.8	-0.0009126624
107.9	-0.0004445599
108	0.0003482024
108.1	0.001138099
108.2	0.001885602
108.3	0.002309464
108.4	0.003039459
108.5	0.003658326
108.6	0.004119786
108.7	0.004320821
108.8	0.004762818
108.9	0.00502303
109	0.005183865
109.1	0.005191084
109.2	0.005393334
109.3	0.005446075
109.4	0.005405223
109.5	0.005374527
109.6	0.005517965
109.7	0.005533281
109.8	0.005420883
109.9	0.005402085
110	0.005484218
110.1	0.005489058
110.2	0.005311207
110.3	0.005272646
110.4	0.005236765
110.5	0.005084042
110.6	0.004678109
110.7	0.004472791
110.8	0.004210426
110.9	0.003867396
111	0.00328627
111.1	0.002980508
111.2	0.002607072
111.3	0.002187298
111.4	0.001548594
111.5	0.001241562
111.6	0.0008917662
111.7	0.0005792715
111.8	4.738837E-05
111.9	-0.0001751193
112	-0.0004762675
112.1	-0.0008162463
112.2	-0.001256457
112.3	-0.001397214
112.4	-0.001647698
112.5	-0.001975328
112.6	-0.002409435
112.7	-0.002553784
112.8	-0.002772619
112.9	-0.003114973
113	-0.00345898
113.1	-0.003558959
113.2	-0.003682957
113.3	-0.003969489
113.4	-0.004092264
113.5	-0.004127978
113.6	-0.004103812
113.7	-0.004298978
113.8	-0.00420925
113.9	-0.004124251
114	-0.004053462
114.1	-0.004217775
114.2	-0.004052375
114.3	-0.003897551
114.4	-0.003748
114.5	-0.003796381
114.6	-0.003463875
114.7	-0.003175995
114.8	-0.002981247
114.9	-0.002929646
115	-0.002600943
115.1	-0.002346659
115.2	-0.002215452
115.3	-0.002008169
115.4	-0.001629891
115.5	-0.00131449
115.6	-0.001202566
115.7	-0.0008358811
115.8	-0.0004488097
115.9	-0.0001234236
116	-8.12489E-05
116.1	0.0003153281
116.2	0.0006251352
116.3	0.0008639119
116.4	0.000889111
116.5	0.001270172
116.6	0.001537665
116.7	0.001729226
116.8	0.00174854
116.9	0.002079155
117	0.002357184
117.1	0.002550757
117.2	0.002596222
117.3	0.002798816
117.4	0.002926223
117.5	0.002919801
117.6	0.002931524
117.7	0.003049622
117.8	0.003089936
117.9	0.002949074
118	0.002983368
118.1	0.002995503
118.2	0.002953843
118.3	0.002693986
118.4	0.002714572
118.5	0.002717814
118.6	0.002667489
118.7	0.002393342
118.8	0.002394228
118.9	0.002330781
119	0.00219106
119.1	0.001844816
119.2	0.001786783
119.3	0.001643459
119.4	0.001439767
119.5	0.00103468
119.6	0.0009575372
119.7	0.0007900542
119.8	0.0005632794
119.9	0.0001755397
120	6.029435E-05
120.1	-0.000146921
120.2	-0.0004310972
120.3	-0.0007256292
120.4	-0.0008153097
120.5	-0.0009209773
120.6	-0.00115441
120.7	-0.001289648
120.8	-0.001321529
120.9	-0.001416933
121	-0.001733484
121.1	-0.001809832
121.2	-0.001825608
121.3	-0.00186716
121.4	-0.002100718
121.5	-0.002045799
121.6	-0.00201745
121.7	-0.002008697
121.8	-0.002248839
121.9	-0.002174834
122	-0.002156695
122.1	-0.002161598
122.2	-0.002340222
122.3	-0.002226063
122.4	-0.002164443
122.5	-0.002132091
122.6	-0.002154973
122.7	-0.001985557
122.8	-0.001848199
122.9	-0.001786452
123	-0.001667632
123.1	-0.001439896
123.2	-0.001251683
123.3	-0.001246191
123.4	-0.001041333
123.5	-0.0008351026
123.6	-0.0006730895
123.7	-0.0007214856
123.8	-0.0005200083
123.9	-0.0003435687
124	-0.0002078208
124.1	-0.0002615424
124.2	-9.640571E-06
124.3	0.0001549112
124.4	0.0002773065
124.5	0.0002331339
124.6	0.0004507197
124.7	0.0006135111
124.8	0.0007229823
124.9	0.0007388133
125	0.001010282
125.1	0.001216219
125.2	0.001292517
125.3	0.001405192
125.4	0.001661764
125.5	0.001843414
125.6	0.001814712
125.7	0.001883216
125.8	0.001920355
125.9	0.001920209
126	0.001699051
126.1	0.001718842
126.2	0.08644173
126.3	0.2142882
126.4	0.3059524
126.5	0.3543336
126.6	0.3585327
126.7	0.3244616
126.8	0.2611915
126.9	0.1800105
127	0.09192125
127.1	0.007246289
127.2	-0.06529106
127.3	-0.1198524
127.4	-0.1534208
127.5	-0.1655948
127.6	-0.1575805
127.7	-0.1331127
127.8	-0.09679797
127.9	-0.05400699
128	-0.00961528
128.1	0.03132475
128.2	0.06497809
128.3	0.08874142
128.4	0.1016384
128.5	0.1033582
128.6	0.09495678
128.7	0.07865738
128.8	0.05709955
128.9	0.03287966
129	0.008602793
129.1	-0.01296897
129.2	-0.03022824
129.3	-0.04210171
129.4	-0.04818762
129.5	-0.04822457
129.6	-0.04339741
129.7	-0.03480866
129.8	-0.02394303
129.9	-0.01195891
130	-0.0005712786
130.1	0.009027288
130.2	0.01595224
130.3	0.02008013
130.4	0.02088225
130.5	0.01861744
130.6	0.01409619
130.7	0.007949826
130.8	0.0009448139
130.9	-0.00634753
131	-0.01257387
